report_date,CUSTOMER_ID,bank_account_identifier,type_of_bank_account,eligible_account,bank_account_number,account_label,currency,balance,interest,blocked_account_indicator,country_of_branch_of_account,blockage_reason,explanation,bank_identifier,branch
2019-03-31,D1234115BB1C61C3167A332392D274969E,9FA2F49C2A8AEC00744D4DACEA9D1FD6,REK-SPAAR,DGS,1D196429BAD242DDEAFA4603,GOUDEN KLAVER,EUR,2573115,8912,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,06E89C024BBF70AB0525F48D272AAAEDB5,9FAE7F0E056B5A161A752BE45CA9D027,REK-SPAAR,DGS,E5D7577DD2B18E8C842B02BD,GOUDEN KLAVER,EUR,9422602,9294,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,B493DA685895C7F433BE77190940762E62,9FDF3816E5D0EFF2DC62405B31AFAE6C,REK-SPAAR,DGS,062C9EB85CF98FC89F5A356C,GOUDEN KLAVER,EUR,7640949,2076,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,8C0145C45425D97DD58F3E18E88BF8BDBD,9FE932485C653ADEF05C0395258CCCF8,REK-SPAAR,DGS,62C0322FCD2696F653F03304,GOUDEN KLAVER,EUR,9190076,9036,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,0518A37D2B0D2562EC1ED0F34184C6957C,9FEA06DE242871BEEC0ADBA481956D63,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,2852858,5680,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,3C8D9436AE03A8D182E968F75700317C67,A00C8045398ED0D0C1CA2FEB214F20F5,REK-SPAAR,DGS,3992E9CE8B96354A2A6C17A9,GOUDEN KLAVER,EUR,200070,7303,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,D2B7086A4D89E849E5EA314D696EBD15A4,A021AE97588FEF9191F76E1FE1061A2B,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,5186975,2938,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,87506616561CE6154209704545B007FBBD,A0274343BE828BD5C7929308B64B337C,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,4903866,8604,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,9B3A5DD33235B5C17A62B6F12129A2EBE0,A03182A2D0F686E43DD831DB46086A2F,REK-SPAAR,DGS,ACB4E0CD7B8F07D9A263E1D6,GOUDEN KLAVER,EUR,9115631,9845,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,2F47146671492D01A96DE21D46E47B9F9B,A0463AB46A49A5A3FC5F378F75BC416D,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,3490155,1609,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,834065D6450A2FAFB827B53984C0F5824E,A05140E8128129CBDBB8D98C20CD2F3F,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,431568,407,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,A494D04BED18B63B7FD3EF0BC58D11DA8A,A078B544E369FDF9969F5C1E015DADC6,REK-SPAAR,DGS,DC4B4A2636AB7467D0F516FE,GOUDEN KLAVER,EUR,111023,7509,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,58925C9AF9571F7F8182CECBD9BA3930A9,A0AAAA7BA31BFE25311EAC1548A9DCB8,REK-SPAAR,DGS,BAE39796AD9986EB7ED09076,GOUDEN KLAVER,EUR,1211336,8700,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,119A07531013CEDE087BB76D5EF7437F74,A0B9250A7D5C33E7AD135423288DB25F,REK-SPAAR,DGS,B82F591AD0213E46E10AC228,GOUDEN KLAVER,EUR,1447497,6342,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,ED074E75C036306170E81869E450E1FC42,A0BCCCE6001C36283C2A6CB34AB0B89A,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,1979647,4242,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,52FE3108544085ECFA241859F8BEA1B2B6,A0CF711D4657D6529609ABF505B08A89,REK-SPAAR,DGS,94231A993AC3953629202C17,GOUDEN KLAVER,EUR,5286666,4593,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,AA390D97DEC97CF5A5C89DBCE0197BEE33,A0D9DA1E01D173B6654BF94B1ECADE2D,REK-SPAAR,DGS,741EDC5BE0D4DE6085BE84B7,GOUDEN KLAVER,EUR,8564960,1119,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,7D7B53A6E35E57D7492DAF2241C1089C7C,A11F2CA5B9BFCEFC52660128F1097082,REK-SPAAR,DGS,3E36E1BD75FA1BE12E9BE77C,GOUDEN KLAVER,EUR,9483481,9483,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,CE0CEE69AD3B3306917D46590C36494CFF,A1211FB2FBFD9A038F79D4EF4CB40F84,REK-SPAAR,DGS,B7BBDA19AAA78AF1233A9ABD,GOUDEN KLAVER,EUR,7607685,221,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,531ABC870CBFB6E8EC92141C788D913532,A1270B4ED7D80D037BA3131760F753D2,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,3892541,3370,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,08787AE9964ED446C8D420D457AD25FD41,A15627D4C32B3F32C5826FAFDDF8A11F,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,3414269,1513,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,CB2B84A7BB317E776F5F2E34D155353087,A1871BF3BD0F00582380B1C8DD88E860,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,9030893,5305,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,C5DA25B74D04E75451481ED849B2A8E05E,A19013DC67C2EB27A500847F27E07C6C,REK-SPAAR,DGS,3AF2BE6BEAA46C2A180D07ED,GOUDEN KLAVER,EUR,5146757,2456,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,6B29E02A868D3C4274A9D7283A16503025,A1980C25DC36645971847AB873AC69CC,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,1363128,5217,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,CF6D59FF290011B4821169E74AA3E350E8,A19F2DED67D7284585B2BAEBED2BA9CE,REK-SPAAR,DGS,5437F9DEADB58A60D1968505,GOUDEN KLAVER,EUR,5466394,68,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,D2B7086A4D89E849E5EA314D696EBD15A4,A1B292D9B4043FC8D91DB72D48639C40,REK-SPAAR,DGS,32B844635CD68E59A59E1657,GOUDEN KLAVER,EUR,9712094,2904,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,7C78534761C8F5FA85DAFF89EB68B59122,A1D79CCEFC6ADEE0AE52AA87773E20A4,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,269394,3870,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,C95AF7258CFE8FB60FC9A1655470012C70,A1FF3AB430976CD65E09DC47FB79D925,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,4148248,9901,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,66FCF29E5B3078C7B39D3C07783E685B12,A1FF64F2854D3713BBD801660AD9E261,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,6509059,9291,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,CBCC15D63692A7E9A08711E5C3013F34BA,A22972D0D95D9112B585A3315F9242DA,REK-SPAAR,DGS,895A68A8569D9B88628D79D6,GOUDEN KLAVER,EUR,8331894,8348,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,75F42A29AD5CBABA6EFA244A8C0DA839AF,A23395FD6A70583FE0EA2AA1A7821303,REK-SPAAR,DGS,37F66B18416C75BCB31F3FDA,GOUDEN KLAVER,EUR,7286968,6133,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,88A06732523EA49A44627C2ECBCDF80868,A2449A99D7A543320F9F06E4606B1951,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,2400758,9025,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,B8F805C08EB7D6FD08EBA906EB991F94CB,A287E42EC75DD0035E7D0699C76FD404,REK-SPAAR,DGS,D79577E8F2F2A8581705FC99,GOUDEN KLAVER,EUR,1666088,5169,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,7823C5CD29A4B389F9754C3FE8B4985B3A,A2915B2037BA3591115B52E6C1F131B3,REK-SPAAR,DGS,AA6114EBBCE4EF75F177BBAE,GOUDEN KLAVER,EUR,6839137,6840,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,70A9BB6FBC19C29C673D895EDDAB06C4AC,A2995AE8566A32450D049AD9D776A653,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,3732692,3726,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,7133F1246588608764D653619B8373C22E,A29D608237D17F144E9497D0544B108A,REK-SPAAR,DGS,AE0F73E2A265F6DDE5D01D19,GOUDEN KLAVER,EUR,6284776,2380,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,E454F9B496FCC5B46AFE4330D8EB9D844A,A2DA96652E38F1D73C881B116E3AF8A0,REK-SPAAR,DGS,D8C31852F8747C0751DDB43E,GOUDEN KLAVER,EUR,4201899,9708,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,BFFA4BE63F5FCE93A9D5E54FC037515047,A31448D53E6F2A085617C29943A16175,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,2685416,7611,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,0A489F429E0F3D66F24A1CCF2B461F0A57,A35820E99962DDA48B69A72502B265A8,REK-SPAAR,DGS,1A552E49BED9D5C10B1ED83D,GOUDEN KLAVER,EUR,4954928,5940,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,EFD4626295E4CCB1433613772D58A6FC11,A3723885951694C25A45CE3209D84963,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,5341522,7750,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,4AA4D655D7C2926736A84AF9E2BE3ADDC3,A37F70325BFAF935EB9FE1F19EA77714,REK-SPAAR,DGS,5D165CE6D4190B6CA146C7BF,GOUDEN KLAVER,EUR,4180744,5893,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,071DECBD72D0A17EB186D67D45F42AF2AF,A3AA7024FE0D9C13135FEC5F5D5F6470,REK-SPAAR,DGS,DCB36163165573245C4F5E07,GOUDEN KLAVER,EUR,5362935,221,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,15557DFC3556E6410E1E6387B611E14247,A3D9F21B136D2F41A8D365E2EE6088AB,REK-SPAAR,DGS,3F9B70089901AFAD0CFA9C49,GOUDEN KLAVER,EUR,6779296,35,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,78760091DA2C24CE03886B4AFFB804B571,A3F3E0EFA0E1790B63020C2B8ACAF76D,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,6926048,7525,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,4751CFD66F2FBB2D4A6AF6A3A7976F8073,A3FA6B963CA1088371CCFAE8A86E2554,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,9783383,9651,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,34FBFF6A4C50091E957171FDEFAF88640F,A409A831CA9A409581FEAFDA77BC2480,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,218180,910,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,0BEB475653362F13D6DCC5F485A76E8BEA,A43EB2BC9D96B1DCEE39E2CB79FC01D8,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,466565,2015,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,BAA75BE8C2F187E5E877FA5AFF9792A797,A491F42AABC20C3D5BC0C23224E60023,REK-SPAAR,DGS,BBC0B7D165B9EA3FE34CD739,GOUDEN KLAVER,EUR,9165119,4159,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,6077184C1954C60D1BD6DF861EC89BE559,A4BD8D7747989BF885946232B1561515,REK-SPAAR,DGS,092D9E21D8FA32789399A88E,GOUDEN KLAVER,EUR,1900590,9400,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,4639924BE8898B17123FB49EA5112C47B3,A4EAF512C543E775D444F88D611A4C2B,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,651452,2960,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,F93D6384D674E5CB2BEA3C9B5290D7432D,A4FC0BF186F9B639D678AA8ABCA42BD0,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,2867852,4587,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,A717F4325A75EE303A66761C47642BD4D4,A556545A65917167EE00A8F1C4094B3F,REK-SPAAR,DGS,90C1F09FC2BCFC3C4FDA12DA,GOUDEN KLAVER,EUR,5553139,4500,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,6209CCA4710A4C732E2918CF9CD33411F2,A56F019356F70D65835BECEF74051CB0,REK-SPAAR,DGS,B3BF49C12241C391D3A63334,GOUDEN KLAVER,EUR,575578,2354,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,36E8F50F74C9F77EBE2B24CBC50D0E0252,A5809A95B8396FC9D15AE87815178E5D,REK-SPAAR,DGS,033736D740B1372C79725DB7,GOUDEN KLAVER,EUR,7556072,5740,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,7DBBEFD779D84D5C2CE00DE0BF6F34C0CE,A5816D1B6522251D116DAA46B6D877D6,REK-SPAAR,DGS,C7C943E93CB9254277DEBAB3,GOUDEN KLAVER,EUR,6064810,7625,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,966747B6F44981C5318DBA1D12C07C1B71,A596A43310DC3A8A0D8B87EEE642F036,REK-SPAAR,DGS,33F425EC63B977386CFC5643,GOUDEN KLAVER,EUR,386401,1126,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,B22CA900E9CC15C334DC93B18D84D8DAF0,A5CA27FBA87A59FB5F2A5626EC2B83BA,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,4483359,9219,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,A3A6E7138AE97EB765D788D3A699C98AA6,A5D869B66848097EC4106F5EE00EADA2,REK-SPAAR,DGS,AA0363CDB3E9B826BC9E2CA1,GOUDEN KLAVER,EUR,3849283,3256,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,D1EF0178097DDD6DCE3318AC1BAFCE5190,A5EC8045D93EDBF33187A20D53462625,REK-SPAAR,DGS,7F426CE13EF80314A2DE1B9F,GOUDEN KLAVER,EUR,6904382,4946,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,A1C306539B128A4CDE1F484BD6C78F73DC,A608C271117C5AD2A80B6B871FEE7C12,REK-SPAAR,DGS,F809946B4B82862D3D8F0C08,GOUDEN KLAVER,EUR,3569441,8319,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,889D1B908A4075A11A777C099B3FC9BD14,A60E400E1DF5A0D74D23E53ECDC32A44,REK-SPAAR,DGS,534C095B9B5D192FE5116E2F,GOUDEN KLAVER,EUR,3996197,8938,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,1C65D9577EC761FF6D8A7F42EA19BE15F7,A61CB538A0B7A1B56F49CC0E67F3E3E4,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,6570257,7037,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,EFD4626295E4CCB1433613772D58A6FC11,A6326693EB0C6B374F76B95FFC1473C2,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,2525417,4719,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,BBB65B2878F9D0A4782FE4D44C6ED342A8,A644D35677DA94C00D604CD89D2D4E45,REK-SPAAR,DGS,A6FDD1B61B1AE6A12E189AB9,GOUDEN KLAVER,EUR,3834755,4824,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,FDB1F48C5FB7510D06CDF764D0D7D35980,A6652B599D547CB47DF8AB6001A76C75,REK-SPAAR,DGS,AFBB72AAD1E4C76ABE6AB039,GOUDEN KLAVER,EUR,775855,5612,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,39B6D96734A9FB0C66E286F5AC6F8A5E78,A66A105BA2535F5791EE6B5D15006F55,REK-SPAAR,DGS,F7CAAE6C26C001F61AA58969,GOUDEN KLAVER,EUR,6026755,8128,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,4315EBA5DA37EA66744C2F2DE04DBBD26C,A6A04D05C2583646B0CF5F596FAC8696,REK-SPAAR,DGS,660C0CADF9BD251E09598B50,GOUDEN KLAVER,EUR,2355536,5918,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,13A23BA5FE79018A17E13E963E3D71C268,A6E146D67E2F2814D459F7A24EA268A8,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,946089,4781,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,7205309DBFD4F2A5D2EC6D36060FE8BE0E,A6FAB4AFC8A99E2C7826268C4CED72A3,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,1520683,4374,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,34ECF7A07E78D204209B53A46EB1AF1064,A72738879D7ACB995DF7C616B81EBD17,REK-SPAAR,DGS,18FA65A605AFA3FA975EB1B8,GOUDEN KLAVER,EUR,1918038,4155,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,9D8B0E741317C26F387FFB0E5C327C5904,A734409481FB60270AD8751B54F88193,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,576543,1260,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,52DF30E6A39D4E45B0A5800B286FB50C0D,A76E8960C68EC806437C2FA01C914CA4,REK-SPAAR,DGS,BAFAD9D0756135F546D88830,GOUDEN KLAVER,EUR,9458329,7850,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,F48C7350C5989E9B100AC134BEE3F3BC89,A786259350A16F0E122ED381988645A6,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,9634693,1120,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,8120DD179C2FF265C6A96F48BB9A3C537E,A788F821FB9D2D5ED09D248106F7931B,REK-SPAAR,DGS,80FBDCE7F9DCFA8B01563A0B,GOUDEN KLAVER,EUR,1807208,1595,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,E16EF478DE57FE4DC147B587CA08A0F17E,A7CBE92B7C2E94210EB9D55CDF55B65E,REK-SPAAR,DGS,D90EDD3A31AFB8ADD63C73B8,GOUDEN KLAVER,EUR,4699179,7602,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,EFD4626295E4CCB1433613772D58A6FC11,A7E471F0E57C69FAE4FB1EE4EB27F9D1,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,4755927,1903,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,D0020BDB42AC2ABE0ABE179F99DDD1CCF1,A7EA6AA363042D85378CBEB365E73E94,REK-SPAAR,DGS,0171F4FC46368976AAF01A77,GOUDEN KLAVER,EUR,9225009,3586,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,602532091EB974D779B0B47BA908490FC5,A7FDCB557CA2F53E4A50E35F7C009BC5,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,4603160,3802,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,32A990F8F1411DADC37362AA590FF604A6,A80F39FDE2C2C760C0BA654214552910,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,9969984,2937,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,9144A59177F72BEFA8B83FD2FE11E19ED6,A8209F7FC55DDC55F907E417AE4AFBB7,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,2837561,7163,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,D1BD33742EBDB18ED6E2627BDE12F05DFF,A841113CC5092A637103D5CC5F63EA29,REK-SPAAR,DGS,E1CAF93537F9AD8FC0CCBCEC,GOUDEN KLAVER,EUR,4914851,6410,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,13A23BA5FE79018A17E13E963E3D71C268,A8415D2FD1ADBEA176F7C27F278EA658,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,74306,3330,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,D597BC8F81516FACF8027A7232A34574A1,A845E2B0FC0379D8C2F3F9F853530E0C,REK-SPAAR,DGS,2A93E32965A7AF57C45C1479,GOUDEN KLAVER,EUR,6119176,4282,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,DBDA42A21499545D0FD006B70671541AF2,A85EBDEAD67A0F151F2D25DA492272EA,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,9022333,5611,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,90ADC2D2629B1CC5C721A2EF852D6A2811,A861B528B253D565C85CB738D4614338,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,6224901,7658,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,71477EC2EA188767E1FFFAE4FB2C289059,A8795E45C97AF16B7F99A31FAA54B8D2,REK-SPAAR,DGS,032BAA5B691234F9C93B8FEC,GOUDEN KLAVER,EUR,1830827,3251,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,F6ED4A429FCA92AA42DE7D68C881CAAF63,A87F04EDFE9B2B02549029B48B0FA0B3,REK-SPAAR,DGS,86C6953163808E79FC35C8E7,GOUDEN KLAVER,EUR,7625250,7305,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,0E0AB9D1070F405DCFB70AF3E36E15F5B1,A8BBEE38C8BE0274D3A074D328FC097B,REK-SPAAR,DGS,CFE813DB8A92A7BCAD031499,GOUDEN KLAVER,EUR,6946869,5454,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,AA6BB7C2E40783D6BEA52BD15D313FBF85,A8BF1FC97768174BFF46B664A0E2DE1E,REK-SPAAR,DGS,119EF3E478B6F64BA3D3C3F7,GOUDEN KLAVER,EUR,5171556,9145,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,9A4E8AFE42D75885972D2E57B7409F894B,A8EF047D0ABBE1BC73E1ACE87535D736,REK-SPAAR,DGS,FEF24D7EDAF9E8187AC4100F,GOUDEN KLAVER,EUR,6323309,2744,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,971C4829649F021AE0BB89686FE8EF8F7A,A93F199B275F4496540CA7CAE96F0433,REK-SPAAR,DGS,C65299F3FBFDF324BABC48A4,GOUDEN KLAVER,EUR,5646349,2122,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,8F83E0EF57786F36745BD59D2228CAB321,A94DCB392F7A97F426F031031A3D4B7C,REK-SPAAR,DGS,B7A1D188B68CF54341F8229B,GOUDEN KLAVER,EUR,6003786,3478,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,4A2133E4E30E33505C7209BB2BD439AB11,A951DB4B39C213ACE51B0E0F0951CE49,REK-SPAAR,DGS,307849A1A5F5F5C5DA0EA555,GOUDEN KLAVER,EUR,2092375,849,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,8CB8ED9FF89FC6ADDEDE0AFEC74CAE2A32,A978A18CAE6B295256E637252774B51A,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,50961,2853,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,73A1BFD8AE08445BC7C7E5A10A65E1A168,A981DD665D5FF228B6986BB91F6E406D,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,5467741,6001,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,C100915E68B98496F6A7D49C9021BB2F0C,A9916040B0C91E94D2CF27C44EC239BB,REK-SPAAR,DGS,714CB5B7DA0C6DE4147A1FEC,GOUDEN KLAVER,EUR,7165424,1818,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,B7D584574BE128CAC9D2DD870DA535FA39,A99E0D4654AC505B843FDF75D2C2F078,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,9659100,2279,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,1796C76D5EE80337B677E66B99257A664F,A9A4D03D638E8736CA8214F706AE5652,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,3025724,9388,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,0474297A2F852016F45814E98914394191,A9B105009A4BE1416CBCF542D560D17A,REK-SPAAR,DGS,16B2E52A9CCA7841EE07DB5E,GOUDEN KLAVER,EUR,5568340,5652,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,563F5DCA24D9A3BA6592CCD6CC488FA8E4,A9B6FD0E1BB59C4524A8163D739730A6,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,3309627,7801,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
2019-03-31,925649B37BD48C27F170DD70CF9404945C,A9B7A34D16F0CB01666202033EA7EDB5,REK-SPAAR,DGS,FF2D176DCE744197DC4E51BD,GOUDEN KLAVER,EUR,127777,7316,non_blocked_bank_account,DE,NULL,NULL,DBA4,DE
